Var_A,Var_B,Var_C,Var_D,Alvo_Y
0.4596325758593048,0.0636760348400546,0.9535070990052936,0.5008559652179592,0.4798506913684972
0.0155154229877151,0.538788708702864,0.2986949485266358,0.6516244801003059,0.5446986753854701
0.2397182271971904,0.992367186250008,0.8376493979269641,0.5679975799607125,0.7193982238045854
0.5180774920847643,0.951806261534656,0.3495747402396151,0.4258297820818962,0.6410294866417158
0.6513148739145307,0.0061367035436199,0.5080217666616964,0.5780488564895973,0.5591919139188006
0.9504503062669812,0.3868114765631268,0.5900124743578147,0.7531639097968312,0.8027791905692737
0.5005066650125567,0.6577359523694634,0.3585721830049018,0.3919660739578081,0.50501411686469
0.6079198416780986,0.7972408911354769,0.4602618945446941,0.3920813255259918,0.5839051282315862
0.9383196647969674,0.1395620742746327,0.9005218142652948,0.2489102880179895,0.3983100666965719
0.8343987410126857,0.5603983811984093,0.6624539096543088,0.4367506500281839,0.5741054410936639
0.374151115851154,0.4124807876870418,0.0757593779211471,0.453166773059547,0.4699098425067977
0.568942262913887,0.4456798828766409,0.6587851000257587,0.3643017475460371,0.4459429728320426
0.3718077851059295,0.9881909098350784,0.5949525660846089,0.5223378307643678,0.7093463997772745
0.5815949028395916,0.6571271059347783,0.5706158196234918,0.3859692029548747,0.5182081533825442
0.7368862102309603,0.3349518652104603,0.9571457716563494,0.1486850829813903,0.3086602987841462
0.8166032511540255,0.6872822500191023,0.8731056290486628,0.5734767088327333,0.7485848755556687
0.1059405303385178,0.8093771169838244,0.4186665504371588,0.232760501723651,0.3329112812319545
0.8978345393518092,0.8465166798211626,0.920243502126952,0.6172865574984985,0.847252928257707
0.5012485585629125,0.2313740897844568,0.7085170570420561,0.596578457457618,0.5712584566592532
0.2977093345968293,0.5646619782509704,0.3150286365729041,0.6411057405932667,0.6190703634329167
0.1624496802920859,0.6353764147123119,0.2746616776424656,0.6870127764440185,0.6498552700239316
0.8968858476609287,0.969347510960781,0.8664501756803176,0.3507634660072097,0.7102856193800959
0.6891495274107791,0.5388437022518527,0.0628156019727839,0.2724794909756398,0.4424640874394543
0.7950678880834676,0.49756288667403,0.0710762938355561,0.3630919942535728,0.5171947003899391
0.3573145872479079,0.6888675281060133,0.5176951493902916,0.3381409175524135,0.4380780197608261
0.0989782596135967,0.1644492978721366,0.3413403330845504,0.6861869678614059,0.5186102286581501
0.3149190744320377,0.8621895865629973,0.9692383676367474,0.3187842729228773,0.5022899177479493
0.8770173000982112,0.9323570294989016,0.3046020823530872,0.2996006224449696,0.6141044490851387
0.157772038060838,0.0189774884976949,0.4234645107450411,0.7028825350583411,0.533318035140208
0.7050751902144256,0.1993937897355056,0.5425846557014712,0.3664707534496573,0.4214954767520161
0.4256438882350288,0.1285155563745435,0.0637689782744111,0.3447024531792176,0.3410335008796129
0.446005325117646,0.9369520983973176,0.9661223329516996,0.5510010245652174,0.7415405838071861
0.984608870022148,0.5595707388584616,0.0786164127536433,0.1212530167395024,0.4077259335246864
0.5680492545609438,0.3226853318391149,0.9600256904940532,0.4687631073719192,0.5099935119498467
0.8168257059117264,0.9585018731551084,0.9752029825033406,0.3050388388229642,0.6396222681038566
0.4163394642287667,0.6557551891539476,0.9215382766725436,0.6247618065073901,0.6863461763465637
0.2347041764455632,0.244390393415264,0.4102993122086644,0.2509931346613059,0.2273504824233741
0.5086147905255933,0.2575152466546772,0.4284166193295678,0.5325799596459806,0.5257718334885763
0.2390130744653367,0.1497675460212237,0.7626970562455743,0.4459074338116144,0.3693704489049116
0.5030927230250178,0.0335809232221506,0.4105166113412704,0.3650706929504386,0.3628291850878519
0.1778396600802715,0.6586414850501638,0.8556478222925693,0.4383833727396284,0.4787326509720401
