Var_A,Var_B,Var_C,Var_D,Alvo_Y
0.3781170329608997,0.9347741468086516,0.1347186334156381,0.4986751960145884,0.6776212688993805
0.8159774148459021,0.192135233983346,0.5456661319879125,0.6086279210978136,0.6317488468366744
0.4603098864257701,0.8274677643782673,0.3664719726346363,0.169595687646181,0.3741248857300033
0.3532004534421813,0.5996574893618245,0.4733070806552013,0.4188728146427085,0.4716025098783604
0.9500990631095152,0.109116493621704,0.1408499038448266,0.3161344627665946,0.4401860527348929
0.969603380370118,0.1709566624725148,0.1117453870213442,0.3587097348577917,0.5034381838500749
0.4601641004460232,0.19847051363275,0.0894739073340083,0.6150950992419654,0.57937065525229
0.8656861509881999,0.0150716597719004,0.511541528725166,0.5309089334548507,0.5578944071720954
0.0613782506123667,0.7280422779482578,0.175594826822459,0.4976399209857955,0.5091318648369033
0.516697832586872,0.8512271764422633,0.0795692685761447,0.3764442174986939,0.5987728110489928
0.838386186360242,0.7640612987356961,0.6420100509781086,0.498316315824421,0.7062320300044195
0.7704244589040624,0.3825638622430796,0.2393088494456151,0.515107839885639,0.5958232778258037
0.5305927618401932,0.3976103759232663,0.968156888223788,0.4146699558392578,0.485231352132334
0.2113469886000807,0.5168267897094105,0.7360448088846054,0.4697031133024897,0.4511037936491204
0.1136777119170946,0.4969280000358927,0.95430081319349,0.3416617599478948,0.3649547852218849
0.0812759261747808,0.7835545839404201,0.0376419207758591,0.1638243894811089,0.2974372610654437
0.8897458410363726,0.6172859584971001,0.2549384599294961,0.4752832027584118,0.6575562827082215
0.0999678358861142,0.7607977572902173,0.0713028592299403,0.7087306955965638,0.7159058554009525
0.3086066457737222,0.8443511851641496,0.0078471473828227,0.3914776330544342,0.5443628419674912
0.2468238538969029,0.0573520183097786,0.411911848367664,0.5228526133257926,0.4192570265341416
0.7714776798498142,0.6323388691410543,0.0661431143356106,0.4739464756754081,0.6461047457124127
0.6437041547364557,0.6331964593811575,0.2276666896876239,0.5656680780015807,0.6661320052510987
0.0136569175156953,0.1784375615591001,0.847449302432066,0.3592966612142856,0.2817004923518952
0.2701024267107682,0.305232971710948,0.959538521195074,0.335872619118973,0.3408689139143512
0.5467888781312917,0.4245783630773552,0.7556056338517942,0.2858368090025396,0.3765359809945804
0.7213651327941654,0.3667032163799071,0.594512380634382,0.3419590720036294,0.4254309082804878
0.6348985015314372,0.969573144246272,0.5341875193293857,0.3121580332929968,0.5785993316066002
0.687147255343982,0.7274888020403782,0.0517705046407807,0.2349608234712243,0.456113502266314
0.1776765769209651,0.7606664808288892,0.0,0.5247361656109305,0.595400013315783
0.8998085929489399,0.1447851035060374,0.5099962098597577,0.2957233751387403,0.4029733878876779
0.6335752381563056,0.344025587305318,0.6801483767477765,0.588793216696872,0.6003426602047408
0.9719264461734864,0.5914396756776539,0.8600495970611151,0.1548944533983226,0.4092749186981194
0.2057283212497228,0.0571414759034496,0.8938186692914557,0.4224872127972588,0.3364769547070056
0.9864263656071152,0.8634002247883027,0.4084674357288058,0.3544717087910285,0.6478117555889606
0.096620806807557,0.9718743632217558,0.6537121527408174,0.7149091021138497,0.7896105285940339
0.8868125080598361,0.749284248409851,0.5478367747742301,0.5800639742039789,0.7580005482210813
0.2767069051571397,0.4856914868518485,0.4145392039764396,0.4570520387319022,0.4498665743951637
0.6318740815267841,0.988327385540894,0.5871394465107292,0.5590536154061363,0.7895016500761135
0.0220083375365938,0.0020190314200589,0.767215916334771,0.4755120353939754,0.3321332301287671
0.3222821147786929,0.6266713946442579,0.5466177533868014,0.2664121916943407,0.3741908520107186
0.4170174088087646,0.6579928706672983,0.6377869858098323,0.4461924878301818,0.5389121443192293
0.520659509290292,0.2180977064414772,0.578849863292927,0.4749432737279804,0.4634486607802263
0.0208210422941914,0.5464531140963322,0.4946185455436391,0.5187466163510057,0.4593841283444627
0.0266822379050185,0.296635872383785,0.385187263966001,0.5919896054818048,0.4487211289853174
0.0811140648710282,0.705943250688249,0.3395929877945149,0.5628455720764532,0.5530265109809995
0.6485189567255708,0.9872001700592064,0.5073659514488202,0.5333005582054812,0.7785334391751978
0.4226585735063515,0.7939998702189366,0.3717437819004486,0.2999493690986705,0.4445476189728357
0.2753112919976768,0.3213759856072994,0.0544396653471424,0.5447939491850604,0.4953571534786044
0.0770956325373523,0.6727737629552634,0.1544718220583144,0.4586368669671206,0.4881866625934995
0.3595287260054579,0.3363288181032275,0.0449982454547311,0.5616052914731883,0.5327743649351537
0.5118729890347646,0.5856182061927077,0.4059804732973041,0.328492241316469,0.4525235151577088
0.218413499246881,0.5639492956864153,0.1865329154055503,0.4267683935009916,0.448227993537426
0.990288450869397,0.7973744784035524,0.6032333472532977,0.2679413296043624,0.5712438074378456
0.4898917695547286,0.6061820148942224,0.358588036524568,0.6605475201423431,0.6829465409135466
0.3635162663502875,0.9715362278968476,0.0523609558169239,0.5049486799465374,0.7169796317600446
0.6058903861454144,0.0339184150043541,0.1985209134672278,0.293084794787403,0.3500947750659959
0.2735901427837671,0.6611362440989466,0.2709752986428311,0.3499571827987412,0.4084003764172164
0.0160312544821507,0.2188237012656798,0.0336757415377582,0.2835996079185162,0.213887578227447
0.5664603646644835,0.1484042377136716,0.5418739680391381,0.2229956957972242,0.2816273632291526
0.8021635377493157,0.2032422413880253,0.9282159497547232,0.2956887983231444,0.395192951911951
0.7691413597186066,0.164891655195429,0.2195381338960417,0.3788472322807268,0.4511616836809581
0.5961978806936229,0.9985147340120268,0.8518299078615248,0.6743293450347423,0.8923232683057132
0.2251170865899666,0.566248268987204,0.8477670752900186,0.543463944972202,0.5353142018224684
0.1569473224427573,0.9977020316796292,0.9127581784048622,0.5660249529769295,0.6958054809636286
0.1165767469997968,0.0664584227254358,0.0001233284344725,0.2952304653956573,0.2329292917764993
