Var_A,Var_B,Var_C,Var_D,Alvo_Y
0.371734931297729,0.1826094096420979,0.2622686215883218,0.5856373450258463,0.5115075419793358
0.9507546241247169,0.5407399493696017,0.2475094027366158,0.5216057551290811,0.6765433518643069
0.7309540827978159,0.8730491206823674,0.9082326829211812,0.531228391801415,0.7647856146200943
0.5969601320493095,0.7317907483938342,0.25008244047134637,0.2349418053017236,0.43773241337173535
0.15213425838771133,0.8064109050548897,0.2725351556891111,0.6076121014045267,0.6417199261323817
0.15211001916144265,0.6580687505650813,0.7610539286832766,0.4701764938317798,0.48984615713488905
0.05371556624143279,0.691689861159481,0.450715626056788,0.3790251841163865,0.401758937692557
0.8657989616537893,0.8492082328113866,0.7784042339060931,0.45313793709199446,0.6926844004837083
0.599428791451118,0.2473909534971807,0.06549801448850896,0.17563034681539688,0.28259091905618994
0.706914580259927,0.48806355630402776,0.488630039382927,0.49148548870793335,0.5683937123444948
0.01603125448215071,0.21882370126567985,0.03367574153775822,0.2835996079185162,0.213887578227447
0.9700449693795677,0.9882094245355459,0.06277910384694231,0.23686239337122839,0.62436841541429
0.8318988597228957,0.9444342117723803,0.9084159572581376,0.21233156587953203,0.5510151562672152
0.20873287401432153,0.03634683065659212,0.13953943643949301,0.5932633593781043,0.46174422088529826
0.17806803278930483,0.7050392574405241,0.5335779990341551,0.3414406518106701,0.39849820539588254
0.17965537619626315,0.9255513489353625,0.41198653933423135,0.6541302945136166,0.7490621646347043
0.30108988092650085,0.1780344202104306,0.34809428918779495,0.3549518390039679,0.31226906992662157
0.5226931053427235,0.5668836974224525,0.9017973496940528,0.1855874892972367,0.3417727735142945
0.4294233320685696,0.9157540549320358,0.021859651687592085,0.27100047191230026,0.5177771748691032
0.28801251139774314,0.030845066202869247,0.665235435290734,0.6110624910659578,0.4945782671416777
0.6102197047520311,0.6968532080370121,0.9654979922550146,0.4098720013135859,0.5787222139928607
0.1355278689922663,0.29525404896809837,0.5613864223326062,0.3531468427697454,0.28412409856503734
0.2889325410825418,0.9246959725845383,0.9388676789414309,0.45554199378839927,0.6374762772362944
0.36351626635028755,0.9715362278968475,0.05236095581692394,0.5049486799465374,0.7169796317600446
0.45366744167671724,0.9446421523168697,0.41970115683025566,0.5939443173734729,0.7400610695120526
0.7843987481555793,0.4727947184470489,0.2607173302779275,0.6418093640566135,0.7053271877882781
0.1960049962519066,0.8621042957949059,0.7324138872425934,0.3803997655544645,0.5012193803353499
0.512119147999806,0.8445442354266315,0.9834399554161399,0.24071105053553887,0.4725380537244582
0.5906853803902664,0.3170885851578164,0.25708163675884527,0.3726372074162346,0.43170857642140054
0.04202491484382646,0.8288506040278347,0.6555992398138214,0.4700362636380362,0.5138345017137935
0.6058903861454144,0.03391841500435416,0.19852091346722786,0.293084794787403,0.35009477506599596
0.16671137869966754,0.5953165190976557,0.5665598272295606,0.294040072270419,0.3422932457224792
0.06071795926670522,0.22765670222009604,0.46493943150991485,0.48210838506189235,0.366683068329409
0.9489168233725248,0.11779678449629413,0.9741277936613297,0.4253758372155814,0.5443625000206699
0.9657460237699864,0.07401653673926796,0.6098516882576055,0.4371504428363367,0.528825059517683
0.8077348164798263,0.6957173954262623,0.350262084175666,0.3227584254289041,0.5306882930835705
0.30146324196705837,0.33794241486673027,0.1143346320518299,0.3991016512147922,0.3876279543156187
0.09349958063957442,0.7243041504679805,0.1515672443266503,0.2987987815959808,0.37497300715943443
0.6829572944954867,0.06237538671330068,0.22579997305160196,0.5610994234331562,0.5635907624165581
0.4376713407652718,0.31326389858038556,0.25150602071193867,0.5820684978774336,0.5539769625292122
0.1179860364853615,0.5383210917311811,0.8524720009060056,0.16551774735167915,0.20436279647287167
0.4929675018104054,0.7905124357042627,0.5624433426321637,0.2980358163189426,0.4676015300329136
0.02990345414205993,0.3167392859244823,0.5245284024665215,0.21606563206312374,0.16829078357757868
0.9091562910370847,0.625051143556333,0.11500919685556965,0.3384394346316524,0.5628475288071088
0.2554030987418129,0.8861308027966776,0.8620165464048467,0.42034710523687163,0.5852542532292172
0.6611393312357084,0.614984656972569,0.7243896461308399,0.22284335401056635,0.38966037154762406
0.30859559978372714,0.23061860837003387,0.06780527351892604,0.2991418787385808,0.30793079409297597
0.5179815406114859,0.021263415420699202,0.7093775519703904,0.28727356530263665,0.31187437389336764
0.5447553747612712,0.8701912859665909,0.5447199436406649,0.46237249127922525,0.6651454852522488
0.18111248259879542,0.018120085798075534,0.08189312072655429,0.4424338557802407,0.35082699983415144
0.9697181388224756,0.8748116631496587,0.4592952211322539,0.328072260285512,0.6450829715455656
0.7743060108831067,0.5277266263386432,0.4857488207260504,0.4579710437530788,0.5832265272188315
0.9394838708558361,0.9394235071834816,0.16612685264020158,0.3533791870059113,0.6951762973261205
0.8945916637137655,0.7986032885948929,0.9477628512660041,0.39313776982792353,0.6658743269755307
0.5961978806936229,0.9985147340120267,0.8518299078615248,0.6743293450347423,0.8923232683057132
0.9217721225896581,0.3488206532197513,0.670479575196216,0.6261909829856969,0.6781339478806214
0.0842746340715405,0.7668876785138854,0.4632989118059489,0.24453713401591395,0.336765396541457
0.1922958484633014,0.4002353605766266,0.4126579492287799,0.5523582456298357,0.48602735993997487
0.040795750490874916,0.47847774337684873,0.6523910771149967,0.5497075483792802,0.4669599465027566
0.3222821147786929,0.6266713946442579,0.5466177533868014,0.26641219169434077,0.37419085201071867
0.38594192025201635,0.8737831917936135,0.06239817173537498,0.5507745847441726,0.692858361750949
0.268034222676042,0.9846111961421372,0.5136162337115331,0.6547380697607202,0.7722852314085381
0.8281754298377958,0.7679769476127742,0.8081624879439581,0.2701301464713776,0.5526753586464724
0.3538602969396303,0.4161317073875767,0.46023651937705207,0.29977174092534165,0.322617568071713
0.27766703962076733,0.41973563879068604,0.05205899255036324,0.5795259335024785,0.547271101928572
0.5407213539873856,0.7371686239040074,0.787992882946605,0.4716575153971401,0.6093734347520046
0.136965297340586,0.23645849746370334,0.20179423396551024,0.5121325536809846,0.4260059453269315
0.8015038278602364,0.10766546686919333,0.2591769996798748,0.4816459747167829,0.5269795132778007
0.07026392216125993,0.35274592927005843,0.16505632061005268,0.48888957711053654,0.3981402268201053
0.9871058971838422,0.2851054224159525,0.3309284211760331,0.24064969166599637,0.40172773657507976
0.7714036938175957,0.2942091868340177,0.7584013607636588,0.5838131443951192,0.622217033346516
